resource_type,status,access,assetIdentifier,digitizationNomination,dispositionNomination,identifier2,identifierSource2,physicalFormat,condition,generations,durationPhysical,channelConfigurationPhysical,originalCarrierLocation,date,dateType,language,itemTitle,intellectualAssetType,epsIdentifier,programName,description,genre,contributor,publisher,rightsSummary,rightsStatement,subject,relatedInstantiationID,proxyFilename,preservationFilename,filelocation,dateDigitized,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,durationDigital,instantiationTimeStart,digitalQC,checksumString,checksumType,coverageSpatial,coverageTemporal,ancillaryMaterials
4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
